Date,Open,High,Low,Close,Volume,Adj Close
2022-01-19,38.0000,43.0000,38.0000,42.0000,129900,40.4300
2022-01-20,40.9500,48.3700,40.9500,45.0000,153400,43.3178
2022-01-21,43.0000,49.9500,42.9500,45.0000,329500,43.3178
2022-01-24,44.9200,45.0000,41.8800,42.8000,110000,41.2001
2022-01-25,42.5000,44.9200,41.3300,41.8980,23500,40.3318
2022-01-26,45.0100,45.0600,42.2500,43.2200,90500,41.6044
2022-01-27,47.2600,49.6200,43.7500,45.7600,151600,44.0494
2022-01-28,44.5500,47.6000,44.1500,46.7500,43600,45.0024
2022-01-31,46.0000,48.0000,46.0000,48.0000,71300,46.2057
2022-02-01,47.5000,50.0000,47.0500,49.7800,298800,47.9192
2022-02-02,50.0350,56.2300,49.8000,53.0100,23860900,51.0284
2022-02-03,52.1900,56.5700,50.3000,53.6200,8425500,51.6156
2022-02-04,52.6000,54.3300,50.1200,50.1400,6757800,48.2657
2022-02-07,50.0000,50.0400,46.0000,46.0700,9432500,44.3479
2022-02-08,45.1300,47.5600,44.1700,45.5000,7277500,43.7992
2022-02-09,44.7500,47.4500,43.8800,47.3100,4393100,45.5415
2022-02-10,45.5100,48.5000,45.3800,47.0500,2450000,45.2912
2022-02-11,46.7600,48.9100,46.0600,48.0900,3456800,46.2923
2022-02-14,48.1900,49.0000,46.9900,48.1100,2155000,46.3116
2022-02-15,47.7000,48.4500,47.2000,48.0000,2359800,46.2057
2022-02-16,47.7200,48.4700,46.9500,47.2000,5855300,45.4356
2022-02-17,46.3200,47.0800,45.1900,45.2900,3142600,43.5970
2022-02-18,45.1500,45.9000,44.8000,45.4100,2018700,43.7125
2022-02-22,45.4100,45.6800,43.4900,43.5400,2611100,41.9124
2022-02-23,43.6900,43.9900,42.1800,43.0900,2791200,41.4792
2022-02-24,43.1500,44.5900,42.2200,44.3200,2447900,42.8033
2022-02-25,44.3000,44.9300,43.7400,43.9100,2040700,42.4074
2022-02-28,43.3000,46.6200,42.4600,45.9800,5534900,44.4065
2022-03-01,45.6200,48.0500,45.3500,47.7900,4212900,46.1546
2022-03-02,48.0000,50.3000,47.3300,49.4600,3517100,47.7674
2022-03-03,49.8200,50.3300,47.5470,49.5200,2072200,47.8254
2022-03-04,49.1700,51.0400,48.2500,51.0000,2544600,49.2547
2022-03-07,51.0600,52.5800,49.8700,51.6500,2726900,49.8825
2022-03-08,51.1800,55.3200,50.8500,52.3200,3873700,50.5296
2022-03-09,52.4400,53.6800,50.5900,51.3300,3050600,49.5734
2022-03-10,50.5700,51.6400,49.2700,51.3200,2692700,49.5638
2022-03-11,51.4200,51.8400,48.2900,49.3200,3034100,47.6322
2022-03-14,51.8600,51.8600,48.5900,50.9500,2916600,49.2064
2022-03-15,51.3400,51.5900,49.9000,51.2900,2117400,49.5348
2022-03-16,51.7100,52.4000,50.3500,51.7700,2989800,49.9984
2022-03-17,51.8800,52.7100,50.9100,50.9900,2244600,49.2451
2022-03-18,50.6500,51.4100,48.8800,49.0100,9663900,47.3328
2022-03-21,48.9100,49.4300,48.6000,49.2200,2452000,47.5356
2022-03-22,50.3500,52.0500,50.0100,51.1400,3841900,49.3899
2022-03-23,50.7000,51.7700,50.7000,50.9900,2396200,49.2451
2022-03-24,51.1800,52.5800,50.7670,52.4100,2335200,50.6165
2022-03-25,52.2400,53.8200,52.0300,53.8000,2441200,51.9589
2022-03-28,54.3800,56.8500,54.0500,56.7800,3127000,54.8369
2022-03-29,57.0000,57.3900,54.6300,56.3300,2201300,54.4023
2022-03-30,56.1700,57.7900,55.7000,57.5000,1934100,55.5323
2022-03-31,58.3400,59.0800,55.7800,56.2500,3817600,54.3251
2022-04-01,56.3600,58.3000,55.7000,58.0200,2156500,56.0345
2022-04-04,58.3600,58.7000,57.5300,58.3800,1885100,56.3822
2022-04-05,58.6500,60.3200,58.4500,59.0000,2143100,56.9810
2022-04-06,58.9000,60.0800,58.3700,59.6000,2559400,57.5604
2022-04-07,59.7600,61.0700,59.3500,60.9100,3925800,58.8256
2022-04-08,61.2200,64.9000,60.9000,64.0200,4762100,61.8292
2022-04-11,64.1800,64.6620,60.4100,60.6800,3487700,58.6035
2022-04-12,61.0000,63.2100,60.8800,61.8700,2553000,59.7528
2022-04-13,62.0400,64.5500,61.7500,64.2000,3405700,62.0030
2022-04-14,64.1200,64.7200,62.1810,62.5500,1860100,60.4095
2022-04-18,62.2900,64.1700,62.2900,63.3100,1216800,61.1435
2022-04-19,63.6300,66.8900,62.8800,66.7100,2078800,64.4271
2022-04-20,67.8200,68.6800,65.0650,65.4100,2182800,63.1716
2022-04-21,65.0000,66.3000,62.1500,62.6700,2493700,60.5254
2022-04-22,62.5000,64.4560,62.2900,62.4300,2030500,60.2936
2022-04-25,62.3600,62.8400,59.4400,62.2700,2261600,60.1391
2022-04-26,61.8000,62.2200,59.9100,59.9500,2136500,57.8984
2022-04-27,60.0100,61.1900,59.7300,60.0900,1991600,58.0337
2022-04-28,60.2200,61.3500,58.8000,61.3100,3354600,59.2119
